969,1,1,0,0,2,0,2,3,2
1,1120,4,1,1,1,1,0,6,0
7,3,973,4,5,2,2,9,26,1
3,0,6,958,2,10,0,5,24,2
1,0,2,1,938,3,5,0,4,28
4,0,1,11,0,847,4,2,20,3
12,3,1,0,2,28,900,0,12,0
2,7,11,1,14,0,0,964,8,21
8,1,4,12,6,7,6,0,926,4
4,5,2,4,7,6,0,3,24,954
